PartitionKey,RowKey,OrganizationId,ClientId
6670e976-adef-4571-e89c-08d79e5ccd84,62b09e58-cccc-4bd2-8f4b-05dabb5c40da,6670e976-adef-4571-e89c-08d79e5ccd84,62b09e58-cccc-4bd2-8f4b-05dabb5c40da
