PartitionKey,RowKey,GroupName,AppRoleId
PropertyManagers,c52d03f5-152d-4f3f-ae10-af556f6d03cb,PropertyManagers,c52d03f5-152d-4f3f-ae10-af556f6d03cb
PropertyManagers,e3ff3227-c310-4189-bbe3-4a3e4c580921,PropertyManagers,e3ff3227-c310-4189-bbe3-4a3e4c580921
PropertyManagers,13f48d1e-d974-4839-bd37-df03fd767487,PropertyManagers,13f48d1e-d974-4839-bd37-df03fd767487
